5991936.01,1
11709124.03,0
7700561.01,1
9071386.01,1
11153121.01,0
5520547.01,0
7445445.02,0
8042789.01,1
10617638.01,1
9834040.01,0
9886224.01,1
10724569.01,1
4473613.01,0
7877818.01,1
6198999.01,0
5480640.01,0
2309585.01,1
11074835.01,0
3217264.01,0
6871071.02,0
6960913.01,0
9391208.01,0
11666881.01,0
11295426.02,0
6034945.01,0
9473078.01,0
5717567.01,1
8197560.01,1
9573539.01,0
12120307.02,0
8950568.02,0
6387542.01,0
10018233.01,0
6436029.01,0
9872283.01,0
9366886.01,1
11924426.01,1
8463346.01,0
4076098.01,0
11176166.01,0
5364071.04,0
8892303.01,0
3114167.01,0
10294509.01,1
5077629.01,1
3967760.01,0
4544572.01,1
9839821.01,0
8544992.01,0
10538176.01,0
10213902.01,0
6768394.01,0
5706595.01,0
11037335.02,0
5094751.01,0
5621125.01,0
11403044.01,0
11774303.01,1
8219268.01,0
8620565.01,1
9959494.01,1
9851662.01,0
8037038.01,0
11669125.01,0
12154526.01,0
8030339.02,0
6422155.04,0
8506766.01,1
5809890.01,0
8481129.01,0
5302643.01,1
9654875.01,1
4376644.01,1
11403530.01,0
8543279.01,1
7673192.02,0
7025846.01,1
7427764.01,0
10026502.01,0
5561278.01,0
3728432.01,0
4932689.01,1
4270565.01,1
9886361.03,0
5471675.01,1
11823054.01,0
3122985.01,1
9388479.01,0
9406892.01,1
4458082.01,0
3344419.01,1
5305240.01,1
8279765.01,1
7800285.01,1
8248939.01,1
8753657.01,0
5288570.01,1
8611781.01,0
9077124.01,0
7595157.01,0
9844088.01,0
10480982.02,1
2716853.01,0
9823457.02,0
7767559.01,1
6504954.01,0
7436177.01,1
5880320.03,0
5130380.01,1
9787239.02,0
5735762.01,0
3839488.01,0
9842906.01,1
10812504.01,1
9597806.01,0
3217264.03,0
7117003.01,1
7668663.01,0
10616656.01,1
6922710.01,0
5475735.01,1
4139816.01,0
10872983.02,0
8552607.01,1
5356593.01,1
8277797.02,0
12116380.01,0
9347899.02,0
9164836.01,1
7132798.02,0
8962094.04,0
7602070.01,1
5307568.01,1
11015108.01,0
11662184.01,0
8474898.01,1
5384713.02,1
6670075.01,1
9267996.01,1
6973796.01,1
9343862.01,1
5370302.01,1
9022166.02,0
10616415.01,1
5202905.02,0
7918992.01,0
3439096.01,1
9896558.01,0
8007644.01,0
4142847.01,0
2850321.01,1
6607357.01,0
4950232.01,1
9886361.02,0
6205897.01,0
8429566.01,1
10518424.01,1
8556077.01,1
5021899.01,0
8751796.01,0
9950612.01,0
5730389.01,1
9940565.01,1
9763348.01,0
4544620.01,1
4180401.01,1
6975129.02,0
2708885.01,1
6062088.01,0
8495415.02,0
6960446.01,1
9466668.04,0
11014932.02,0
2854698.01,0
4832837.01,0
9636559.01,1
6956216.01,1
9823519.01,0
9532424.01,1
8265156.01,1
11912987.01,1
4936180.01,1
12470844.02,0
3642289.02,0
9967884.01,1
7008149.01,1
8804397.01,0
11499192.01,0
6435936.01,0
9272070.01,0
5217586.01,1
3442054.01,1
8125580.01,0
7609553.01,0
9773869.01,1
6442340.03,0
11080405.02,0
9528430.01,1
5629353.02,0
4483138.01,0
8164257.01,0
9307105.01,1
11554435.01,0
8367644.01,0
5435816.01,1
12416661.01,0
9214712.02,1
11402995.01,0
9475552.01,0
6947164.01,1
9143254.01,1
6541920.01,0
7439316.01,0
8557374.02,0
9777757.01,1
5521300.01,1
5358241.03,0
9597345.01,0
10615440.01,0
11553706.01,1
10518735.01,1
9366617.01,0
7743464.01,1
5385439.01,1
6382217.02,0
8025596.01,0
10730034.01,0
11709124.01,0
8805348.01,0
9450647.01,0
8043052.01,1
7134976.01,0
9884104.02,0
5860968.01,0
7108433.01,1
6429812.01,0
12735830.01,0
5113146.01,1
5471271.01,1
9849884.01,1
3338885.01,0
6128027.01,1
8240797.02,0
6442340.02,0
10068919.01,1
9115681.01,1
6309264.01,1
2574201.01,1
5608566.01,1
4914399.01,1
5689351.03,0
6629332.01,1
9031209.01,0
11656918.01,0
11875511.01,1
11444952.01,1
5088536.01,0
7429240.01,0
9520838.01,0
6962977.01,0
8480285.02,0
6599919.01,1
9883606.01,0
5531694.01,0
6191945.01,1
9527915.01,0
2853828.01,1
6522745.01,1
4556468.01,0
9962455.02,0
4077526.02,0
9715631.01,0
10924853.01,1
3757407.01,1
7870032.01,0
6103377.01,0
11601584.02,0
6675056.01,1
8098728.01,1
8804455.02,1
4861791.01,1
12253490.01,1
10407086.01,1
11702948.01,1
7764367.01,0
5471606.01,1
4664847.01,0
5084942.01,0
8292840.01,0
6521045.03,0
4285107.01,1
3858704.01,1
3218908.02,0
10080248.01,0
9076513.01,0
5981058.01,1
7449844.01,1
3657758.01,0
10055126.01,0
10662202.01,0
8212002.01,0
7286173.01,0
9652655.01,1
5358241.01,0
3340312.01,1
9040849.01,1
3130300.01,1
4545187.01,0
5467102.01,1
10604335.02,0
8022489.03,0
7510820.01,0
3858879.01,1
9412760.02,0
5371776.02,0
9369366.01,1
8162790.01,1
11074178.01,0
11348997.01,0
6531496.01,1
11509504.01,0
9468384.01,1
11774991.02,0
9880190.01,0
11547869.01,1
3239945.03,0
12068975.02,0
5015459.01,1
9528420.01,1
10341905.01,1
8703884.01,1
7755636.01,0
892772.01,1
9719634.01,1
11752908.01,1
7610663.01,0
7604328.01,0
7832356.01,0
3749134.01,0
6364276.01,1
9455556.01,0
10777591.01,0
10407482.01,0
10404582.01,0
7134976.02,0
4644604.01,0
8161561.01,0
12256520.01,0
3102384.01,0
4270253.02,0
3248033.01,1
5562784.01,1
10876237.01,1
3640905.02,0
9597345.02,0
5308387.01,1
3239945.04,0
5547480.01,1
6364064.01,1
6615600.01,1
8687088.01,1
9279669.01,0
8719419.01,1
8885673.01,1
9631762.01,0
6312521.01,1
7369865.01,1
8908102.01,1
9650808.01,0
10875245.03,0
9632895.01,1
8611832.01,0
3240158.02,0
9674592.01,1
6521045.02,0
10937029.02,0
6265792.01,0
7031517.01,1
7907423.03,0
2569494.01,1
4365442.01,1
5308419.01,1
7596240.01,0
5513857.01,1
5941160.02,0
5084171.01,0
10059645.01,0
8037145.02,0
9881662.01,0
6508221.02,0
5436502.03,0
11773022.02,0
9011825.01,0
8507073.01,1
5385509.01,1
11461844.01,0
10709622.01,0
10271806.04,0
10593759.01,1
9757613.04,0
8733898.01,0
6383821.01,0
8280511.01,0
5471496.01,1
6266741.02,0
10933561.01,0
10614158.01,1
10514770.01,1
5769943.01,1
