,model,min_score,max_score,mean_score,std_score,C,algorithm,alpha,base_estimator,early_stopping,gamma,hidden_layer_sizes,kernel,learning_rate,max_depth,max_iter,metric,n_estimators,n_neighbors,solver,weights
395,Random Forest,0.946280991736,0.99173553719,0.969110294868,0.0114194802057,,,,,,,,,,,,,100,,,
396,Random Forest,0.942148760331,0.99173553719,0.967050981192,0.0122491437898,,,,,,,,,,,,,3000,,,
394,Random Forest,0.95041322314,0.99173553719,0.965819814305,0.0106014015248,,,,,,,,,,,,,32,,,
393,Random Forest,0.938016528926,0.99173553719,0.964580144883,0.0143200247001,,,,,,,,,,,,,16,,,
403,Extra Trees,0.946280991736,0.98347107438,0.964168622249,0.0109196487537,,,,,,,,,,,,,3000,,,
413,Extra Trees,0.942148760331,0.979423868313,0.963753698602,0.0105760344369,,,,,,,,,,20,,,32,,,
402,Extra Trees,0.942148760331,0.987603305785,0.963345576982,0.0124377096967,,,,,,,,,,,,,100,,,
415,Extra Trees,0.942148760331,0.979423868313,0.963342175968,0.0115909265768,,,,,,,,,,20,,,3000,,,
401,Extra Trees,0.929752066116,0.979338842975,0.962514029181,0.013261314866,,,,,,,,,,,,,32,,,
414,Extra Trees,0.938016528926,0.98347107438,0.961696085433,0.0112425470764,,,,,,,,,,20,,,100,,,
400,Extra Trees,0.933884297521,0.98347107438,0.960871339659,0.0130901492879,,,,,,,,,,,,,16,,,
412,Extra Trees,0.933884297521,0.979338842975,0.959223548617,0.0125839945753,,,,,,,,,,20,,,16,,,
411,Extra Trees,0.925619834711,0.971074380165,0.953866952352,0.0132950408404,,,,,,,,,,10,,,3000,,,
409,Extra Trees,0.925619834711,0.97520661157,0.952634084957,0.0149059484589,,,,,,,,,,10,,,32,,,
410,Extra Trees,0.925619834711,0.971074380165,0.952632384451,0.0130921069417,,,,,,,,,,10,,,100,,,
408,Extra Trees,0.917355371901,0.979338842975,0.946459544944,0.01660597781,,,,,,,,,,10,,,16,,,
397,Decision Tree,0.921810699588,0.962962962963,0.941099547665,0.0113834570191,,,,,,,,,,10,,,,,,
398,Decision Tree,0.917355371901,0.9670781893,0.93944325409,0.013974123516,,,,,,,,,,20,,,,,,
417,Logistic Reg,0.900826446281,0.962809917355,0.934923307146,0.0194215149996,,,,,,,,,,,,,,,,
399,Decision Tree,0.896694214876,0.950617283951,0.934503281978,0.0171896155372,,,,,,,,,,30,,,,,,
362,AdaBoostOther,0.909090909091,0.954732510288,0.93327211509,0.0136740369112,,SAMME,,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",,,,,,,,,,,,
384,K-NN,0.909465020576,0.9670781893,0.931634527089,0.0178728680522,,,,,,,,,,,,manhattan,,7,,distance
382,K-NN,0.917355371901,0.954732510288,0.931632826582,0.0125168737805,,,,,,,,,,,,manhattan,,5,,distance
381,K-NN,0.913223140496,0.954732510288,0.931631126076,0.0138161066673,,,,,,,,,,,,manhattan,,5,,uniform
386,K-NN,0.909465020576,0.9670781893,0.931221303949,0.0169842698381,,,,,,,,,,,,manhattan,,9,,distance
385,K-NN,0.909465020576,0.9670781893,0.930396558174,0.0183639525477,,,,,,,,,,,,manhattan,,9,,uniform
383,K-NN,0.905349794239,0.962962962963,0.929988436554,0.0185925952931,,,,,,,,,,,,manhattan,,7,,uniform
370,K-NN,0.901234567901,0.950617283951,0.92916369078,0.0146974459097,,,,,,,,,,,,minkowski,,9,,distance
376,K-NN,0.909465020576,0.954732510288,0.92916369078,0.0125793191275,,,,,,,,,,,,euclidean,,7,,distance
368,K-NN,0.909465020576,0.954732510288,0.92916369078,0.0125793191275,,,,,,,,,,,,minkowski,,7,,distance
378,K-NN,0.901234567901,0.950617283951,0.92916369078,0.0146974459097,,,,,,,,,,,,euclidean,,9,,distance
366,K-NN,0.905349794239,0.954732510288,0.927517600245,0.0148518548612,,,,,,,,,,,,minkowski,,5,,distance
374,K-NN,0.905349794239,0.954732510288,0.927517600245,0.0148518548612,,,,,,,,,,,,euclidean,,5,,distance
375,K-NN,0.901234567901,0.950617283951,0.927514199231,0.0138031531381,,,,,,,,,,,,euclidean,,7,,uniform
367,K-NN,0.901234567901,0.950617283951,0.927514199231,0.0138031531381,,,,,,,,,,,,minkowski,,7,,uniform
379,K-NN,0.909465020576,0.946502057613,0.927100976091,0.0115045445092,,,,,,,,,,,,manhattan,,3,,uniform
369,K-NN,0.901234567901,0.950617283951,0.926691153964,0.0159194971908,,,,,,,,,,,,minkowski,,9,,uniform
377,K-NN,0.901234567901,0.950617283951,0.926691153964,0.0159194971908,,,,,,,,,,,,euclidean,,9,,uniform
388,SVM,0.893004115226,0.954732510288,0.926277930823,0.0196123271282,10,,,,,,,linear,,,,,,,,
373,K-NN,0.905349794239,0.950617283951,0.925869809203,0.0150604774381,,,,,,,,,,,,euclidean,,5,,uniform
365,K-NN,0.905349794239,0.950617283951,0.925869809203,0.0150604774381,,,,,,,,,,,,minkowski,,5,,uniform
380,K-NN,0.909465020576,0.954732510288,0.925863007176,0.0123638934389,,,,,,,,,,,,manhattan,,3,,distance
371,K-NN,0.905349794239,0.950617283951,0.924628439275,0.0141526712239,,,,,,,,,,,,euclidean,,3,,uniform
363,K-NN,0.905349794239,0.950617283951,0.924628439275,0.0141526712239,,,,,,,,,,,,minkowski,,3,,uniform
407,Extra Trees,0.893004115226,0.946280991736,0.924218617148,0.0172988335148,,,,,,,,,,5,,,3000,,,
232,MLPClassifier,0.897119341564,0.954732510288,0.923801992994,0.0170141703521,,,0.001,,False,,"(5, 5)",,adaptive,,2000,,,,adam,
170,MLPClassifier,0.888888888889,0.95867768595,0.92339557188,0.0217481195678,,,0.01,,False,,"(5, 5)",,invscaling,,2000,,,,adam,
172,MLPClassifier,0.888888888889,0.958847736626,0.92297724722,0.0216433885789,,,0.01,,False,,"(5, 5)",,adaptive,,2000,,,,adam,
406,Extra Trees,0.893004115226,0.942386831276,0.922569125599,0.0153943396412,,,,,,,,,,5,,,100,,,
405,Extra Trees,0.888429752066,0.954545454545,0.922157602966,0.0203277729179,,,,,,,,,,5,,,32,,,
350,MLPClassifier,0.888888888889,0.962962962963,0.922154201952,0.0214396432939,,,1e-05,,False,,"(5, 5)",,invscaling,,2000,,,,adam,
228,MLPClassifier,0.884773662551,0.958847736626,0.921334557698,0.0226633750932,,,0.001,,False,,"(5, 5)",,constant,,2000,,,,adam,
364,K-NN,0.905349794239,0.950617283951,0.921329456178,0.0125760402787,,,,,,,,,,,,minkowski,,3,,distance
372,K-NN,0.905349794239,0.950617283951,0.921329456178,0.0125760402787,,,,,,,,,,,,euclidean,,3,,distance
174,MLPClassifier,0.884773662551,0.954732510288,0.920917933544,0.0202548946684,,,0.01,,False,,"(5, 10)",,constant,,2000,,,,adam,
288,MLPClassifier,0.884773662551,0.950617283951,0.920509811924,0.0208328987679,,,0.0001,,False,,"(5, 5)",,constant,,2000,,,,adam,
176,MLPClassifier,0.888888888889,0.942386831276,0.920508111417,0.0184264469674,,,0.01,,False,,"(5, 10)",,invscaling,,2000,,,,adam,
298,MLPClassifier,0.893004115226,0.942386831276,0.92009828929,0.0184335277715,,,0.0001,,False,,"(5, 10)",,adaptive,,2000,,,,adam,
238,MLPClassifier,0.884773662551,0.942386831276,0.920096588783,0.0192475758154,,,0.001,,False,,"(5, 10)",,adaptive,,2000,,,,adam,
108,MLPClassifier,0.880658436214,0.942386831276,0.919688467163,0.0201814788595,,,0.1,,False,,"(5, 5)",,constant,,2000,,,,adam,
216,MLPClassifier,0.888888888889,0.942386831276,0.919683365643,0.0185392587862,,,0.001,,False,,"(15,)",,constant,,2000,,,,adam,
278,MLPClassifier,0.888888888889,0.942386831276,0.919683365643,0.0190838811567,,,0.0001,,False,,"(15,)",,invscaling,,2000,,,,adam,
292,MLPClassifier,0.892561983471,0.942386831276,0.919273543516,0.0195262797849,,,0.0001,,False,,"(5, 5)",,adaptive,,2000,,,,adam,
234,MLPClassifier,0.880658436214,0.942386831276,0.919273543516,0.0200209981095,,,0.001,,False,,"(5, 10)",,constant,,2000,,,,adam,
272,MLPClassifier,0.884773662551,0.942386831276,0.919270142502,0.0198662340013,,,0.0001,,False,,"(10,)",,invscaling,,2000,,,,adam,
344,MLPClassifier,0.888888888889,0.946502057613,0.919268441996,0.0204643355162,,,1e-05,,False,,"(20,)",,invscaling,,2000,,,,adam,
346,MLPClassifier,0.888888888889,0.946502057613,0.919268441996,0.0205469230223,,,1e-05,,False,,"(20,)",,adaptive,,2000,,,,adam,
282,MLPClassifier,0.888888888889,0.942386831276,0.919266741489,0.0200572838649,,,0.0001,,False,,"(20,)",,constant,,2000,,,,adam,
110,MLPClassifier,0.888888888889,0.942386831276,0.918863721389,0.0174666730392,,,0.1,,False,,"(5, 5)",,invscaling,,2000,,,,adam,
224,MLPClassifier,0.888888888889,0.942386831276,0.918860320375,0.0187103895538,,,0.001,,False,,"(20,)",,invscaling,,2000,,,,adam,
154,MLPClassifier,0.888888888889,0.942386831276,0.918856919362,0.0189905632985,,,0.01,,False,,"(10,)",,adaptive,,2000,,,,adam,
276,MLPClassifier,0.892561983471,0.942386831276,0.918855218855,0.0184596501905,,,0.0001,,False,,"(15,)",,constant,,2000,,,,adam,
290,MLPClassifier,0.888888888889,0.962962962963,0.918855218855,0.0233958704993,,,0.0001,,False,,"(5, 5)",,invscaling,,2000,,,,adam,
226,MLPClassifier,0.888429752066,0.942386831276,0.918853518348,0.0207192780237,,,0.001,,False,,"(20,)",,adaptive,,2000,,,,adam,
236,MLPClassifier,0.884773662551,0.942386831276,0.918450498248,0.0183920370288,,,0.001,,False,,"(5, 10)",,invscaling,,2000,,,,adam,
112,MLPClassifier,0.893004115226,0.942386831276,0.918447097235,0.0173708205421,,,0.1,,False,,"(5, 5)",,adaptive,,2000,,,,adam,
212,MLPClassifier,0.893004115226,0.938271604938,0.918447097235,0.0166744200311,,,0.001,,False,,"(10,)",,invscaling,,2000,,,,adam,
348,MLPClassifier,0.880658436214,0.950617283951,0.918447097235,0.0223246225699,,,1e-05,,False,,"(5, 5)",,constant,,2000,,,,adam,
342,MLPClassifier,0.884773662551,0.946502057613,0.918443696221,0.0208491448351,,,1e-05,,False,,"(20,)",,constant,,2000,,,,adam,
222,MLPClassifier,0.884773662551,0.942386831276,0.918033874094,0.0208141226778,,,0.001,,False,,"(20,)",,constant,,2000,,,,adam,
162,MLPClassifier,0.884773662551,0.950617283951,0.918033874094,0.0205631284692,,,0.01,,False,,"(20,)",,constant,,2000,,,,adam,
330,MLPClassifier,0.884773662551,0.942386831276,0.918033874094,0.0206507546527,,,1e-05,,False,,"(10,)",,constant,,2000,,,,adam,
178,MLPClassifier,0.888888888889,0.942386831276,0.917625752474,0.01897098387,,,0.01,,False,,"(5, 10)",,adaptive,,2000,,,,adam,
286,MLPClassifier,0.884773662551,0.942386831276,0.917625752474,0.0206699270491,,,0.0001,,False,,"(20,)",,adaptive,,2000,,,,adam,
156,MLPClassifier,0.884773662551,0.942386831276,0.917624051967,0.0187008954273,,,0.01,,False,,"(15,)",,constant,,2000,,,,adam,
338,MLPClassifier,0.884773662551,0.942386831276,0.917624051967,0.0200976558526,,,1e-05,,False,,"(15,)",,invscaling,,2000,,,,adam,
210,MLPClassifier,0.888888888889,0.942386831276,0.917622351461,0.020694355386,,,0.001,,False,,"(10,)",,constant,,2000,,,,adam,
280,MLPClassifier,0.888429752066,0.942386831276,0.917620650954,0.019955859637,,,0.0001,,False,,"(15,)",,adaptive,,2000,,,,adam,
356,MLPClassifier,0.888429752066,0.942386831276,0.917618950447,0.0198761165758,,,1e-05,,False,,"(5, 10)",,invscaling,,2000,,,,adam,
166,MLPClassifier,0.888888888889,0.946502057613,0.917210828827,0.0196332548034,,,0.01,,False,,"(20,)",,adaptive,,2000,,,,adam,
164,MLPClassifier,0.884773662551,0.942386831276,0.917210828827,0.0212208134321,,,0.01,,False,,"(20,)",,invscaling,,2000,,,,adam,
332,MLPClassifier,0.893004115226,0.942386831276,0.917210828827,0.0184779183318,,,1e-05,,False,,"(10,)",,invscaling,,2000,,,,adam,
296,MLPClassifier,0.884773662551,0.938271604938,0.917210828827,0.0184779183318,,,0.0001,,False,,"(5, 10)",,invscaling,,2000,,,,adam,
294,MLPClassifier,0.884773662551,0.938271604938,0.917210828827,0.0190257711793,,,0.0001,,False,,"(5, 10)",,constant,,2000,,,,adam,
116,MLPClassifier,0.880658436214,0.942386831276,0.91720912832,0.0211391747247,,,0.1,,False,,"(5, 10)",,invscaling,,2000,,,,adam,
220,MLPClassifier,0.888888888889,0.942386831276,0.91720912832,0.0203222669116,,,0.001,,False,,"(15,)",,adaptive,,2000,,,,adam,
336,MLPClassifier,0.880658436214,0.942386831276,0.91720912832,0.0204054294242,,,1e-05,,False,,"(15,)",,constant,,2000,,,,adam,
